Specialty_Dist_Rep,Common_Grp_Id,Common_Grp_Desc,Common_Entity_Id,Common_Entity_Desc,Customer_No,Customer_Name,Active_Status,Primary_Secondary,Cmpny_Cd,Sales_Org,Dea_Number,Address,City,State,ZIP,Acc_340B_Id,Mpb_Account_Class_Desc,Mck_Account_Class_Desc
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,657355,ACCREDO HG MEM/STRONG PHS,Active,SECONDARY,8545,8000|8545,BA9451167,1620 CENTURY CTR PKWY 109,MEMPHIS,TN,38134,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,657677,ACCREDO HG NCS/STRONG PHS,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIRCLE STE 1,NEW CASTLE,DE,19720,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,658160,ACCREDO HG IN/STRONG PHS,Inactive,SECONDARY,8545,,,2825 W PERIMETER RD #112,INDIANAPOLIS,IN,46241,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,658482,ACCREDO HG ORL/STRONG PHS,Active,SECONDARY,8545,8000|8545,FA4214576,6272 LEE VISTA BLVD #100,ORLANDO,FL,32822,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,759384,HGHLND HSP RCHSTR MPB,Inactive,SECONDARY,8545,8000,FH1869568,1000 SOUTH AVENUE,ROCHESTER,NY,14620,0,GPO,GPO Acct.
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,761878,STRONG MEM HOSP MPB,Active,SECONDARY,8545,8000|8545,AU4158033,601 ELMWOOD AVE,ROCHESTER,NY,14642,0,GPO,GPO Acct.
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,783428,STRONG MEM HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,FS6636318,155 BELLWOOD DRIVE,ROCHESTER,NY,14606,DSH330285,PHS,PHS/340B Acct
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,783428,STRONG MEM HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,FS6636318,155 BELLWOOD DRIVE,ROCHESTER,NY,14606,DSH330285,PHS,PHS/340B Acct
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,880098,WALG16287/STR MEM PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,964960,STRONG MEM HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,AU4158033,601 ELMWOOD AVE,ROCHESTER,NY,14642,DSH330285I,PHS,PHS/340B Acct
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,974537,CAREMRK WBP FDC/STRNG PHS,Active,SECONDARY,8545,8000|8545,BC9180061,1 GREAT VALLEY BLVD,WILKES BARRE,PA,18706,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,974538,CAREMARK TX SP/STRONG PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,314,HIGHLAND ROCHESTER STRONGS,314,HIGHLAND ROCHESTER STRONGS,974541,CAREMARK NV SP/STRONG PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH330285,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,889781,CAREPLS CVS2516/RIHSP PHS,Active,SECONDARY,8545,8000,BC6148793,35 KNEELAND STREET,BOSTON,MA,2111,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934688,CAREMARK FL SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934689,CAREPLS CVS2293/RIHSP PHS,Active,SECONDARY,8545,8000|8545,FP0679677,2 DUDLEY STREET SUITE 170,PROVIDENCE,RI,2905,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934692,CAREMARK KS SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934696,CAREMARK CA SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934697,CAREMARK MA SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,BC9420491,25 BIRCH ST BLDG B STE100,MILFORD,MA,1757,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934698,CAREMARK MI SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934699,CAREMARK NJ SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934704,CAREMARK NC SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934707,CAREMARK IL SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMAN CT STE B,MOUNT PROSPECT,IL,60056,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934710,CAREMARK TN SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934712,CAREMARK TX SP/RI HSP PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,934714,CVS CRMRK2921/RI HOSP PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,949965,CAREPLS CVS2293/MH HV PHS,Active,SECONDARY,8545,8000|8545,FP0679677,2 DUDLEY STREET SUITE 170,PROVIDENCE,RI,2905,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,949971,CAREMARK MA SP/MRM HV PHS,Active,SECONDARY,8545,8000|8545,BC9420491,25 BIRCH ST BLDG B STE100,MILFORD,MA,1757,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,949976,CAREMARK NJ SP/MRM HV PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,954392,CVS CRMRK2921/MRM HV  PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,29869,CAREMARK NV SP/UNV MI PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,76605,CAREMARK TX SP/UNV MI PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,114870,SPARROW HOSPITAL PHS MPB,Active,SECONDARY,8545,8000|8545,FS7081881,1140 E MICHIGAN AVE STE 210,LANSING,MI,48912,DSH230230,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,169460,ACCREDO WRN/UN MI HHC PHS,Active,SECONDARY,8545,8000|8545,BA9505554,3000 ERICSSON DR STE 100,WARRENDALE,PA,15086,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,169467,ACCREDO NCS/UN MI HHC PHS,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIRCLE #1,NEW CASTLE,DE,19720,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,169473,ACCREDO ORL/UN MI HHC PHS,Active,SECONDARY,8545,8000|8545,FA4214576,6272 LEE VISTA BLVD #100,ORLANDO,FL,32822,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,198086,REGENTS MI PHS MPB,Active,SECONDARY,8545,8000|8545,FR2912853,7300 W JOY RD,DEXTER,MI,48130,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,204053,MYMICHIGAN MC G PHS MPB,Active,SECONDARY,8545,8000|8545,AG2750772,515 QUARTER ST,GLADWIN,MI,48624,CAH231325-00,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,204532,MYMICH MC ALP WACA34 MPB,Active,SECONDARY,8545,8000|8545,FW6748860,2463 S M-30,WEST BRANCH,MI,48661,DSH230036C,WAC,WAC Acct.
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,261340,MEI0027ST/UNI OF MICH PHS,Inactive,SECONDARY,8545,,AT4837021,3825 CARPENTER ROAD,YPSILANTI,MI,48197,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,264399,MEI0056ST/UNI OF MICH PHS,Inactive,SECONDARY,8545,,BM0447121,3333 EAST MICHIGAN AVENUE,JACKSON,MI,49202,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,382634,U OF MI MED EP PHS MPB,Active,SECONDARY,8545,8000|8545,,4260 PLYMOUTH ROAD,ANN ARBOR,MI,48104,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,382634,U OF MI MED EP PHS MPB,Active,SECONDARY,8545,8000|8545,,4260 PLYMOUTH ROAD,ANN ARBOR,MI,48104,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,382688,U OF MI MEDCTR WACA34MPB,Active,SECONDARY,8545,8000|8545,,4260 PLYMOUTH ROAD,ANN ARBOR,MI,48104,DSH230046,WAC,WAC Acct.
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,386449,U OF MICHIGAN MED CTR MPB,Active,SECONDARY,8545,8000|8545,AU7007467,1500 E MEDICAL CENTER DR,ANN ARBOR,MI,48109,0,GPO,GPO Acct.
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,462484,U OF MI MED CTR PHS MPB,Active,SECONDARY,8545,8000|8545,AU7007467,1500 E MEDICAL CENTER DR,ANN ARBOR,MI,48109,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,462484,U OF MI MED CTR PHS MPB,Active,SECONDARY,8545,8000|8545,AU7007467,1500 E MEDICAL CENTER DR,ANN ARBOR,MI,48109,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,529067,CAREMARK TN SPC/UMHSP PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,529068,CAREMARK FL SPC/UMHSP PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,529121,CAREMARK CA SPC/UMHSP PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR DRIVE,REDLANDS,CA,92374,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,529174,CAREMARK MI SPC/UMHSP PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,529229,CAREMARK NC SPC/UMHSP PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,529335,CVSCAREMARK2921/UMHSP PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,696738,MEI0043ST/UNIV MI HHC PHS,Inactive,SECONDARY,8545,8000|8545,AT9445429,3360 TITTABAWASSEE RD,SAGINAW,MI,48604,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,696745,MEI0108ST/UNIV MI HHC PHS,Inactive,SECONDARY,8545,8000|8545,BM3103215,7300 EASTMAN RD,MIDLAND,MI,48642,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,696750,MEI0213ST/UNIV MI HHC PHS,Inactive,SECONDARY,8545,8000|8545,FM1030054,9515 BIRCH RUN RD,BIRCH RUN,MI,48415,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,718880,CYS FIB WAL UNM PHS MPB,Active,SECONDARY,8545,8000|8545,FC6609107,"10530 JOHN W ELLIOTT DR, STE 200",FRISCO,TX,75033,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,718880,CYS FIB WAL UNM PHS MPB,Active,SECONDARY,8545,8000|8545,FC6609107,"10530 JOHN W ELLIOTT DR, STE 200",FRISCO,TX,75033,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,719436,UMHS BRIGHTON WAC MPB,Active,SECONDARY,8545,8000|8545,FR7830501,7500 CHALLIS ROAD,BRIGHTON,MI,48116,0,WAC,WAC Acct.
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,721690,UMHS BRIGHTON PHS MPB,Active,SECONDARY,8545,8000|8545,FR7830501,7500 CHALLIS RD,BRIGHTON,MI,48116,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,753589,ALIANCERX PHUNIMI PHS MPB,Active,SECONDARY,8545,8000|8545,FO1120500,41460 HAGGERTY CIRCLE S,CANTON,MI,48188,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,753589,ALIANCERX PHUNIMI PHS MPB,Active,SECONDARY,8545,8000|8545,FO1120500,41460 HAGGERTY CIRCLE S,CANTON,MI,48188,DSH230046,PHS,PHS/340B Acct
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,756843,CAREMARK NJ SPC/UMICH PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,756844,CAREMARK IL SPC/UMICH PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMAN CT STE B,MOUNT PROSPECT,IL,60056,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,802262,CAREMARK KS SPC/UMICH PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,803722,ADV CARE SCRPTS/UMICH PHS,Active,SECONDARY,8545,8000|8545,BA9369263,6251 CHANCELLOR DR #101,ORLANDO,FL,32809,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,855327,MEI0460ST/UNIV MI HC  PHS,Inactive,SECONDARY,8545,,FM6037293,8455 HAGGERTY ROAD,BELLEVILLE,MI,48111,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,855328,ACCREDO IND/UNIVMI HC PHS,Inactive,SECONDARY,8545,,,2825 W PERIMETER RD #112,INDIANAPOLIS,IN,46241,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,855330,ACCREDO MEM/UNIVMI HC PHS,Active,SECONDARY,8545,8000|8545,BA9451167,1620 CENTURY CTR PKWY 109,MEMPHIS,TN,38134,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,896912,CAREPLS CVS11338/UNMI PHS,Active,SECONDARY,8545,8000|8545,FP7924031,10160 INTERNATIONAL BLVD,WEST CHESTER,OH,45246,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,896913,CAREPLUS CVS2751/UNMI PHS,Active,SECONDARY,8545,8000|8545,BC6612522,426 S HENDERSON STREET,FORT WORTH,TX,76104,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,60278,OPTUM 702/UVMC PHS MPB,Active,SECONDARY,8545,8000|8545,FB4247943,1050 PATROL RD,JEFFERSONVILLE,IN,47130,DSH470003,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,60281,OPTUM 705/UVMC PHS MPB,Active,SECONDARY,8545,8000,BM8308341,1893 GENERAL GEORGE PATTON DR STE 1,FRANKLIN,TN,37067,DSH470003,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,60387,OPTUM 700/UVMC PHS MPB,Inactive,SECONDARY,8545,,FB8083812,19 CHAPIN RD BLDG D,PINE BROOK,NJ,7058,DSH470003,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,60397,OPTUM 706/UVMC PHS MPB,Active,SECONDARY,8545,8000|8545,BR8868715,3030 47TH AVE STE 410,LONG ISLAND CITY,NY,11101,DSH470003,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,60405,OPTUM 705/UVMC PHS MPB,Active,SECONDARY,8545,8000,BM8283373,1100 LEE BRANCH LN,BIRMINGHAM,AL,35242,DSH470003,PHS,PHS Contract Pharmacy
